budget,imdb_id,original_language,runtime,revenue,genres1,genres2,genres3,prod1,prod2,prod3,weekday,month,year,day,cast1,cast2,cast3,cast4,cast5,director,producer,budget_log
11000000,tt0250310,3,86.0,9023173,1,4,5,1831,2229,0,4,10,2001,12,58317,5025,2314,36602,2969,123694,-1,16.213405921671733
0,tt4273886,12,127.0,50536,9,15,0,1487,2448,0,3,8,2015,20,240145,1330423,1141056,1156197,86330,1480986,-1,0.0
13000000,tt4540710,3,132.0,59797,7,17,0,816,360,766,4,11,2016,25,83002,2983,1216606,72873,17486,18844,963336,16.380459992348886
15000000,tt1179933,3,103.0,24727437,17,16,7,1602,205,2021,3,3,2016,10,17628,1230,17487,51329,60881,568322,1636657,16.52356082573315
40000000,tt0230838,3,119.0,9733954,7,15,0,236,2371,0,4,2,2001,16,6384,6885,11355,19974,16858,19969,19972,17.50439003707821
3000000,tt0489244,3,80.0,215300,12,0,0,1273,2158,0,6,5,2007,6,52271,92845,5695,9312,169576,92844,1597558,14.914123179965662
24000000,tt1742650,3,89.0,4402201,15,4,0,2182,0,0,4,9,2011,16,520,517,164945,60928,81364,32983,-1,16.993564429978885
0,tt0088979,3,100.0,2649832,8,16,0,1602,2433,0,4,6,1985,14,54782,21731,29508,80204,80205,18254,32299,0.0
270000000,tt0348150,3,154.0,52535096,2,9,1,532,1212,2371,2,6,2006,28,17271,1979,7517,11006,7489,9032,9032,19.413932520666354
25000000,tt1047540,3,104.0,14554053,4,0,0,2264,638,639,1,12,2012,25,7904,73931,3141,16857,54479,58375,935717,17.034386422832473
38000000,tt1142988,3,96.0,27605576,4,15,0,1185,1789,0,4,7,2009,24,25541,17276,74409,62065,12538,36797,1493074,17.453096744006448
645180,tt0097937,3,103.0,41165,7,0,0,735,889,1752,4,7,1989,21,11856,18345,64039,64041,63367,53334,33390,13.377286176566477
250000,tt1510907,3,97.0,3958,6,0,0,1404,0,0,4,4,2010,23,30111,21278,1386063,1386064,1386065,42287,-1,12.429220196836383
5200000,tt0099277,3,99.0,767620,16,17,0,1230,1550,0,4,5,1990,11,3039,64062,56890,825,32286,67753,67753,15.46416937585933
26000000,tt0309593,3,90.0,16017141,12,14,0,1476,2464,0,4,1,2003,31,17303,17236,57428,33293,58374,4755,21586,17.073607134447293
0,tt0091799,3,93.0,3238400,12,17,0,2299,0,0,4,6,1986,27,7301,2958,20495,10362,73349,7301,6935,0.0
10000000,tt2062700,3,129.0,50559,7,13,15,766,326,312,4,3,2017,17,17288,30614,108916,524,112,30715,1089521,16.118095750958314
0,tt1229822,3,120.0,182885,7,15,0,192,1851,0,4,3,2011,11,76070,478,17288,5309,1221007,87257,-1,0.0
18000000,tt2465146,3,94.0,4642329,4,7,15,392,690,45,6,7,2014,20,3392,3092,1186840,1251573,36926,3026,27541,16.705882371415992
0,tt0094884,3,124.0,2205628,7,0,0,2371,1016,0,2,8,1988,10,2232,1907,192,15455,105065,58463,-1,0.0
5000000,tt0935075,3,91.0,53778,7,0,0,1531,0,0,3,12,2010,16,2227,6383,1902,996701,16859,17114,1179244,15.424948670398354
0,tt0105428,3,91.0,10017354,9,12,17,480,2326,1067,4,4,1992,10,69405,6714,2506,10380,74276,61824,69407,0.0
60000000,tt0473705,3,127.0,14071280,1,0,0,2299,2069,108,4,4,2009,17,934,880,53714,32,23532,17350,463806,17.909855136853043
40000000,tt0294870,3,135.0,10016021,7,15,0,480,4,1805,2,11,2005,23,6165,17736,5916,19392,19393,10965,19314,17.50439003707821
0,tt4008652,3,111.0,4178,6,0,0,794,0,0,4,10,2014,10,65605,1364772,1392198,1392199,1392200,1364771,1392208,0.0
4361898,tt0330602,3,92.0,406651,4,15,0,2475,0,0,4,6,2003,6,7002,7003,7004,7005,7006,6980,6987,15.288418070959365
116000000,tt0338751,3,170.0,858021,7,0,0,1402,129,803,4,12,2004,17,6193,112,3967,4764,7447,1032,66185,18.569100757691327
8000000,tt0804497,3,101.0,2013406,4,7,0,794,0,0,1,7,2010,6,132712,34847,58225,19492,37153,53069,475380,15.894952224644102
35000000,tt0100403,3,108.0,8784943,16,1,17,2264,1206,556,1,11,1990,20,1109,2047,2048,2049,2051,2042,1091,17.370858648025116
3705538,tt0104036,3,112.0,101107,15,5,7,1402,411,1574,2,9,1992,2,9029,228173,8436,2178,42566,17016,9021,15.12533928521359
12000000,tt0105217,3,91.0,6203835,7,12,17,2299,1573,0,4,8,1992,7,12074,12139,1159,36926,2518,1150,869,16.300417291085605
12000000,tt0805564,3,106.0,90418,4,15,7,1956,1369,1197,4,10,2007,12,30614,1246,15684,17442,50773,50767,50769,16.300417291085605
95000000,tt0814255,3,118.0,31236067,2,9,8,1042,4,638,0,2,2010,1,33235,53336,109513,105727,48,10965,17828,18.36938746009113
33000000,tt0417148,3,105.0,13806311,1,5,12,1476,0,0,6,8,2006,6,2231,25654,77330,60005,52478,4755,-1,17.312018149733785
23000000,tt0884732,3,101.0,20649306,4,0,0,0,0,0,4,1,2015,16,55638,54415,53862,98394,1215525,59027,-1,16.951004817371683
0,tt0816442,3,131.0,105005,7,0,0,2066,807,2083,4,11,2013,8,118,1008607,1639,1153024,224167,126945,144483,0.0
25000000,tt0105466,3,87.0,3532540,4,9,0,2371,1421,0,4,8,1992,14,27772,90654,65059,22248,4004,37710,-1,17.034386422832473
0,tt0098356,3,94.0,11704,4,7,15,2415,1369,2171,4,9,1988,9,18352,6161,68109,583428,45523,52405,92905,0.0
5500000,tt3767372,7,123.0,941490,7,4,0,1821,1286,1893,4,5,2015,8,35780,53975,76793,545144,-1,1034447,-1,15.520258832020865
25000000,tt1411238,3,107.0,19652921,4,15,0,1135,2166,929,4,1,2011,21,524,18976,8945,2130,45400,8858,949132,17.034386422832473
7000000,tt0317676,3,90.0,5683280,12,1,17,291,303,957,4,4,2003,11,51937,67977,15661,67978,67979,23799,43901,15.76142084987672
3000000,tt1920849,3,87.0,181494,4,15,0,840,193,0,0,8,2012,6,205,52848,51988,221581,36801,217587,1018472,14.914123179965662
45000000,tt0120107,3,103.0,1370831,1,17,0,971,447,0,4,1,1997,31,6952,55636,2713,32747,32897,16566,95322,17.622173069956816
65000000,tt1855325,3,95.0,21052227,1,12,16,557,0,0,2,9,2012,12,63,7055,17647,90455,109432,4014,1106750,17.989897843244528
72000000,tt0286106,3,106.0,60117080,7,17,16,1143,2229,270,4,8,2002,2,2461,73421,28042,17140,1956,11614,11614,18.09217669086922
12000000,tt1591479,3,110.0,24476632,1,17,18,1789,212,0,4,2,2012,24,41901,53257,14331,84754,1025647,293911,293911,16.300417291085605
0,tt1787660,3,80.0,22963,6,8,0,0,0,0,4,10,2011,21,64182,7908,2395,77156,164131,254741,938458,0.0
28000000,tt1374989,3,108.0,5324240,15,12,4,1244,929,517,3,2,2016,4,1016168,32987,54738,234982,230680,58552,971840,17.147715103853763
30000000,tt0120036,3,140.0,3154075,7,11,0,1473,2371,1651,4,2,1997,21,10182,10127,1896,14888,11628,6482,3805,17.216707972959764
0,tt3165612,3,100.0,89102,4,0,0,1956,840,997,4,6,2015,26,58224,88029,36801,10871,2956,217587,80175,0.0
15000000,tt3850590,3,98.0,16293325,12,4,9,2299,1212,0,3,11,2015,26,36801,3051,1331652,28638,1259762,11012,54211,16.52356082573315
10000000,tt0171356,3,101.0,703109,1,4,15,971,800,0,4,2,2000,4,18277,3896,17485,10963,52422,95818,-1,16.118095750958314
10000000,tt2752772,3,97.0,10542116,12,0,0,81,287,997,2,8,2015,19,27855,5296,1491689,1485776,109174,145142,999763,16.118095750958314
65000000,tt0443706,3,157.0,13395610,5,7,14,1602,2371,1656,4,3,2007,2,131,3223,103,11085,1248,7467,20208,17.989897843244528
25000000,tt1193138,3,109.0,1181450,7,15,0,1602,1813,476,5,9,2009,5,1461,21657,84223,23532,15091,52443,949132,17.034386422832473
8000000,tt3606888,3,103.0,32887,7,8,4,1698,1068,1947,4,11,2016,4,103351,141892,130977,34257,6692,1724,1805080,15.894952224644102
0,tt0084788,3,90.0,5906708,1,4,0,341,0,0,2,8,1982,4,11159,63208,141416,141417,141418,85806,85805,0.0
130000000,tt1815862,3,100.0,27520040,16,1,2,480,270,1562,3,5,2013,30,120724,2888,2598,37153,12797,11614,74574,18.683045016112164
18000000,tt0386741,5,105.0,10800,1,3,16,1539,201,818,3,3,2006,16,8784,2462,6979,378,65,57557,58256,16.705882371415992
88000000,tt2120120,3,105.0,24011616,1,4,16,480,931,0,3,7,2015,16,19292,11705,22970,54415,32895,10965,19292,18.292847383806116
42000000,tt0257756,3,115.0,14005550,7,14,17,2264,1785,1411,2,4,2002,3,15852,192,8767,2956,36801,21712,21015,17.553180200057167
2000000,tt0110329,3,85.0,672775,4,12,0,1666,0,0,3,4,1994,7,11184,82593,82594,68898,15661,50719,19172,14.508658238524095
12000000,tt2707858,5,106.0,24207,7,0,0,1866,2359,991,2,1,2014,8,145121,6554,54024,1021684,133091,72327,111312,16.300417291085605
10000000,tt0099739,3,96.0,9213631,1,17,0,2371,0,0,4,2,1990,9,23880,46948,6573,28416,58039,58040,10999,16.118095750958314
14000000,tt3077214,3,106.0,76244,7,11,0,1851,1623,760,4,10,2015,16,36662,1283,5064,17064,2039,93288,71572,16.454567959008102
10000000,tt1554091,3,98.0,62087,7,0,0,2074,2424,580,4,6,2011,24,76961,1350973,200065,224507,76857,3288,1638066,16.118095750958314
0,tt0102951,3,97.0,6736380,4,7,15,1602,0,0,4,5,1991,31,35,8945,3223,14702,10742,52405,-1,0.0
0,tt2093991,3,87.0,466447,4,11,0,1698,0,0,4,4,2016,22,1979,335,61363,9656,3492,916958,2130,0.0
90000000,tt0338094,3,87.0,24278410,17,9,4,2366,913,622,1,11,2003,25,776,28641,27631,36219,7906,18898,64830,18.31532023940565
2500000,tt3135556,3,84.0,60860,4,0,0,2436,1643,2010,6,3,2016,13,2252,11512,59819,116907,1219226,557818,-1,14.731801689838349
145000000,tt1646971,3,102.0,49451322,9,1,2,632,1293,0,3,6,2014,12,449,17276,41091,21007,112,69797,12894,18.7922443072814
30000000,tt0107808,3,138.0,8075582,5,7,17,1312,2371,0,2,11,1993,24,1269,190,4784,64025,11367,190,5162,17.216707972959764
17500000,tt0486551,3,110.0,7031228,4,0,0,315,0,0,4,8,2006,25,56252,52049,52051,56253,22132,52049,61523,16.677711496036597
7000000,tt0115734,3,91.0,124118,4,5,7,885,481,0,2,2,1996,21,36422,887,74940,71555,52797,5655,1117322,15.76142084987672
75000000,tt0386140,3,129.0,16328506,1,2,0,92,481,0,0,10,2005,24,3131,1922,18460,17413,18461,10702,8701,18.132998684833918
7000000,tt0096071,3,98.0,5848700,12,17,0,2299,0,0,4,2,1988,5,8984,61840,47458,1818,84685,5140,33104,15.76142084987672
28000000,tt1596363,3,130.0,705527,4,7,0,1602,1665,1785,4,12,2015,11,3894,4495,30614,287,6832,55710,287,17.147715103853763
2000000,tt0473308,3,108.0,92034,4,0,0,1493,0,0,4,5,2007,25,41292,51797,65562,57854,1898,66496,66492,14.508658238524095
70000000,tt0163579,3,101.0,4529231,1,4,17,2371,1421,0,2,9,1999,1,9777,22108,22109,19839,22111,22100,4700,18.064005814299346
0,tt0092493,3,110.0,24462976,2,4,0,1602,0,0,3,5,1988,19,57147,57166,42841,57593,17764,57594,57596,0.0
40000000,tt0866439,3,101.0,14756850,4,15,0,480,1548,0,4,5,2008,2,18352,11705,9013,61659,7472,66548,11874,17.50439003707821
9100000,tt1166100,7,183.0,766859,17,1,7,845,0,0,3,12,2008,25,52763,81092,81093,584887,583940,81085,81087,16.02378508137718
10500000,tt0099697,3,89.0,5082300,7,12,0,1602,893,1086,4,10,1990,26,7219,86474,41274,86475,36218,18855,-1,16.166885910365842
4000000,tt0335266,3,102.0,925087,7,0,0,101,0,0,6,8,2003,31,1532,1245,1772,1771,1770,1769,1777,15.201805169084134
9000000,tt0091217,3,114.0,220068,7,8,0,1551,561,0,4,11,1986,14,193,10767,2778,44849,4080,44847,1591020,16.012735246411598
17000000,tt0865559,3,95.0,3223161,4,15,0,813,14,0,4,2,2009,6,54645,3037,89705,89706,16846,18281,-1,16.648723960844016
44500000,tt1024648,3,120.0,19458109,7,17,0,837,2371,1984,3,10,2012,11,880,17419,1903,1230,8536,880,31511,17.61099976960838
35000000,tt3553442,3,112.0,7450275,18,4,0,1602,314,1247,4,3,2016,4,56323,234352,879,7060,2694,56412,56158,17.370858648025116
0,tt2388637,3,96.0,26419,5,7,15,1616,2304,1597,2,7,2013,3,1893,108916,11107,17838,30613,592493,1133332,0.0
31000000,tt0099052,3,103.0,8045760,4,12,0,92,971,2107,3,8,1990,9,8447,27106,76239,1573174,6104,664,52042,17.249497794707484
45000000,tt0430105,3,109.0,21176925,1,5,0,1602,594,0,3,8,2005,11,13240,8169,37934,9828,18288,6482,10952,17.622173069956816
12000000,tt1082868,3,89.0,14211321,12,16,17,2321,1909,106,4,10,2008,10,53828,2202,19487,51670,31132,77147,21036,16.300417291085605
10000000,tt0112508,3,89.0,6639080,4,0,0,1089,0,0,4,2,1995,10,19292,7333,20751,11367,33489,57691,29015,16.118095750958314
16000000,tt0277371,3,89.0,12615116,4,0,0,1548,481,1462,4,12,2001,7,69210,16828,56824,29020,18658,57604,11874,16.588099342704055
150000000,tt0458525,3,107.0,85058003,2,1,17,1042,2264,621,1,4,2009,28,6968,23626,6413,21044,10859,13079,7626,18.826145858727198
50000000,tt0315824,3,88.0,3336374,4,5,0,1935,1337,2108,4,1,2004,30,887,192,33,22121,8261,58294,58294,17.72753358339242
70000000,tt0829150,3,92.0,23514615,12,1,7,2299,1212,827,2,10,2014,1,114019,190895,55470,1050248,4391,1167470,4767,18.064005814299346
0,tt0105631,3,105.0,804336,7,1,17,1880,0,0,4,11,1992,13,26485,11478,3417,829,-1,115447,10590,0.0
20000000,tt1160368,3,108.0,5329240,1,2,7,2165,809,10,3,3,2009,19,56446,49735,71128,2202,31137,16938,84761,16.811242881518265
4520000,tt0085121,3,101.0,3050225,12,5,17,367,456,2441,4,3,1983,11,4960,779,21479,18071,94766,18669,237036,15.324022773047327
40000000,tt4943322,3,111.0,149830,15,7,18,655,0,0,4,3,2017,10,91520,586286,2299,2282,117640,52629,-1,17.50439003707821
0,tt0139362,3,101.0,47499,7,15,0,1523,119,22,4,6,1998,12,8329,32458,12851,1276,44905,75699,1522746,0.0
15000000,tt0202402,3,94.0,4104298,7,4,15,481,0,0,4,3,2000,31,58006,81295,80109,17051,84497,161858,18344,16.52356082573315
73000000,tt0120832,3,98.0,16310373,5,14,0,1602,565,2229,4,8,1998,7,2963,33,11512,17832,42694,1150,1150,18.105970012811294
14000000,tt0106611,3,98.0,7046648,4,0,0,2362,0,0,3,9,1993,30,12974,12975,12976,12977,7180,12962,11899,16.454567959008102
50000000,tt0289992,3,130.0,7117225,7,17,5,1386,2299,1055,4,2,2003,21,1979,204,350,32458,25702,9168,2963,17.72753358339242
19000000,tt0185371,3,93.0,15946032,12,14,17,543,2371,0,4,10,1999,29,118,10696,17637,8212,58317,57898,10953,16.759949589762293
30000000,tt1136608,3,112.0,37354308,16,0,0,2419,2242,1147,2,8,2009,5,82191,82193,97599,230818,1086505,82194,3506,17.216707972959764
0,tt0364961,3,95.0,37547,7,11,17,1417,1541,112,0,5,2004,17,-1,-1,-1,-1,-1,-1,-1,0.0
43000000,tt0181536,3,136.0,701207,7,0,0,804,1204,481,3,12,2000,21,738,10689,1164,10690,6485,5216,10687,17.57671069691365
55000000,tt0113071,3,134.0,10856442,1,2,7,481,780,0,4,7,1995,7,738,1205,15887,29068,15498,3415,3415,17.822843761378564
45000000,tt0452608,3,105.0,12621090,1,17,16,2299,523,1019,4,8,2008,22,976,11148,6972,8169,76511,4014,9183,17.622173069956816
0,tt0455323,3,102.0,43990,7,0,0,580,794,2245,4,3,2012,2,380,1231,17142,52442,79419,3289,-1,0.0
0,tt0085678,3,105.0,6156049,2,7,11,1094,2371,456,4,3,1983,18,15112,29710,11065,726,6599,54451,-1,0.0
260000000,tt3371366,3,149.0,44680073,1,16,17,1602,594,111,2,6,2017,21,13240,19536,209578,4173,2283,865,3183,19.376192192825954
15000000,tt0780536,3,107.0,459575,4,7,5,286,1901,760,4,2,2008,8,72466,2039,5469,11291,45749,54472,54474,16.52356082573315
25000000,tt0138510,3,92.0,1807181,17,4,12,481,2115,1224,4,4,1999,30,50398,13922,56731,2535,50400,50719,50728,17.034386422832473
17000000,tt0097637,3,101.0,7471035,1,4,5,2299,882,0,4,4,1989,28,26485,25306,17770,18977,1116738,64877,7681,16.648723960844016
4600000,tt2356180,7,186.0,647112,11,1,7,2325,0,0,4,7,2013,12,78916,85040,35778,53379,1181334,53671,1758561,15.341567078850604
4500000,tt0091083,3,86.0,514417,12,16,9,681,2111,0,3,6,1986,5,27993,27995,15070,99036,37028,27991,27992,15.319588176962746
110000000,tt0120347,3,119.0,25143007,2,1,17,691,0,0,3,12,1997,11,517,378,1620,10742,10743,1724,69678,18.5159909328476
61000000,tt4046784,3,132.0,30316510,1,0,0,884,2128,2097,2,9,2015,9,527393,115150,25663,4808,49735,1179066,1328142,17.926384438531027
1000000,tt1630036,3,129.0,9112839,7,0,0,2242,1719,62,4,9,2011,30,78040,525139,441898,235548,363929,78040,-1,13.815511557963774
20000000,tt0107977,3,104.0,6841830,4,0,0,842,2264,319,2,7,1993,28,2130,6844,16407,4169,41125,14639,14639,16.811242881518265
7000000,tt0404030,3,106.0,66806,4,7,0,2054,2376,250,4,9,2005,16,109,4846,4852,4858,4853,23626,4857,15.76142084987672
20000000,tt0345074,3,98.0,3254940,13,4,5,2299,2029,694,4,4,2004,16,54645,3051,12640,57093,12224,15045,-1,16.811242881518265
18000000,tt2112124,7,141.0,2220497,15,4,1,2279,1774,0,4,8,2013,9,35742,53975,87352,552989,1158467,86783,233068,16.705882371415992
12500000,tt1826590,3,100.0,25649011,4,15,0,1910,1755,1530,4,2,2014,14,55638,8177,35705,52847,4443,3227,31121,16.341239282272525
48000000,tt0230030,3,93.0,13106526,9,4,15,2264,1785,1153,3,10,2000,19,13918,18269,1518,18270,17342,1524,18275,17.6867115897055
16400000,tt0097165,3,129.0,340456,7,0,0,2229,1971,0,4,6,1989,2,2157,569,2692,2693,2694,2690,2708,16.612791953770035
18000000,tt0109707,3,127.0,71566,4,7,11,2229,0,0,1,9,1994,27,85,2641,520,4687,4004,510,1382732,16.705882371415992
700000,tt0110057,3,171.0,18396,6,0,0,775,1131,0,0,9,1994,12,134119,134120,122449,-1,-1,122449,-1,13.45883704259595
20000000,tt1228987,3,116.0,5147479,7,12,14,925,643,714,4,10,2010,1,113505,56734,28633,13550,83585,32278,1105708,16.811242881518265
28000000,tt0240890,3,90.0,13309241,4,15,0,1402,2109,1974,4,10,2001,5,3036,3967,12799,18354,26510,36804,36615,17.147715103853763
20000000,tt0097626,3,94.0,2437642,5,7,0,911,1849,385,1,9,1989,12,2295,6913,192,2178,4513,1723,282,16.811242881518265
60000,tt0185937,3,81.0,1512054,12,14,0,149,942,0,2,7,1999,14,26853,26851,26852,81061,81062,26850,27757,11.002116507732017
16000000,tt0114885,3,127.0,14126927,4,7,15,2264,0,0,4,12,1995,22,8851,9780,18284,51359,66804,2178,1087695,16.588099342704055
11000000,tt0186589,3,81.0,5891176,5,4,0,1476,0,0,2,1,2001,24,80109,6407,27755,8211,52478,84782,-1,16.213405921671733
0,tt0090036,3,105.0,1314993,7,15,0,480,1765,0,4,3,1985,29,38085,28412,1811,90180,18854,4964,-1,0.0
41000000,tt1155056,3,105.0,17810270,4,0,0,2166,564,243,4,3,2009,20,22226,41088,80591,62861,18999,17871,58470,17.529082649058825
7000000,tt0116282,3,98.0,730265,5,7,17,1682,2431,0,4,4,1996,5,3905,3910,884,53,3906,1223,1224,15.76142084987672
34000000,tt3890160,3,113.0,20553320,1,5,0,255,2242,1350,2,6,2017,28,1159982,1016168,1979,134,65717,11090,11112,17.341871111992198
0,tt0105391,3,132.0,6406829,7,15,17,2264,1888,1650,4,1,1992,31,3392,29369,3896,20810,11857,11834,-1,0.0
50000000,tt1389137,3,124.0,9360434,7,4,8,2264,638,2335,3,12,2011,22,1892,1245,19159,74539,1046348,11649,-1,17.72753358339242
20000000,tt0486822,3,105.0,22224982,17,7,14,1602,634,476,3,4,2007,12,10959,20376,530,52,54247,40256,57601,16.811242881518265
42000000,tt1486185,3,100.0,14005335,9,17,12,129,2371,1761,4,3,2011,11,71070,64,21029,79795,232396,19850,1128184,17.553180200057167
0,tt0090203,3,108.0,8387,7,0,0,762,296,0,4,12,1985,20,41283,11512,203731,1272,28412,71732,8483,0.0
20000000,tt0295289,3,101.0,6988749,4,15,0,1369,554,0,4,1,2003,17,11662,12041,11826,9274,52647,58059,33104,16.811242881518265
120000000,tt1341188,3,121.0,7484696,4,7,15,480,885,1825,4,12,2010,17,368,22226,887,514,17696,3388,67994,18.603002309079653
15000000,tt0091187,3,130.0,8100840,1,4,7,1312,1101,0,0,12,1986,15,190,19131,5616,6561,16214,190,190,16.52356082573315
1000000,tt3177316,3,87.0,4131,12,0,0,737,0,0,4,9,2014,12,1223793,45051,1106240,1290264,-1,1290265,1409452,13.815511557963774
5000000,tt0084156,3,80.0,1095003,4,6,0,1602,0,0,4,12,1982,10,707,7180,11159,63208,46949,108128,-1,15.424948670398354
152000000,tt3450958,3,140.0,56262929,7,16,18,417,0,0,1,7,2017,11,1333,57755,18324,58395,236696,32278,-1,18.839391085389497
0,tt1127715,4,96.0,81446,7,1,17,2302,0,0,4,3,2009,20,36586,87263,87264,87265,87266,87257,-1,0.0
120000000,tt1234721,3,102.0,21681430,1,16,0,480,2061,1369,3,1,2014,30,92404,64,2232,37260,17183,52576,15220,18.603002309079653
4437508,tt2082197,7,155.0,1061713,7,15,4,2279,0,0,4,9,2012,14,77234,85034,237040,239693,-1,119819,233068,15.305603740932765
94000000,tt0132245,3,116.0,12174504,1,0,0,694,819,2231,4,4,2001,27,65561,2692,1844,13241,16483,16938,16483,18.358805350872576
14000000,tt0102614,3,91.0,10524026,1,17,5,2371,141,1912,4,4,1991,12,23880,4520,725,25215,1235945,38689,-1,16.454567959008102
3900000,tt0222012,18,199.0,169402,7,10,0,1747,0,0,4,2,2000,18,93193,35742,35776,6502,53676,93193,930677,15.176487367510099
5500000,tt2476154,7,140.0,223222,4,7,15,1329,0,0,4,9,2013,13,84957,85668,85027,1295677,1295680,105446,-1,15.520258832020865
40000000,tt0099088,3,118.0,19089645,2,4,8,2299,92,2273,4,5,1990,25,521,1062,2453,1065,1063,24,1058,17.50439003707821
5000000,tt4824308,3,121.0,7623662,7,0,0,1725,0,0,4,4,2016,1,1258700,78501,57171,116431,6719,937340,-1,15.424948670398354
0,tt0104114,3,112.0,10611040,4,0,0,971,0,0,4,12,1992,4,776,65019,33613,10671,65020,21217,59949,0.0
30000000,tt0119675,3,105.0,7818208,9,12,17,1402,601,0,4,8,1997,22,23931,18325,3753,16851,40271,10828,1307,17.216707972959764
48000000,tt0108255,3,104.0,8532623,2,4,8,971,447,82,4,5,1993,28,382,5723,2778,20767,26473,58165,8965,17.6867115897055
0,tt1178640,3,86.0,209253,1,4,0,1950,189,348,4,8,2008,8,79244,129613,96553,4174,170468,565465,56363,0.0
1000000,tt0107156,21,109.0,134870,4,7,15,110,879,0,2,8,1993,4,57057,1623,57056,57054,57055,1614,5952,13.815511557963774
17820000,tt0357111,5,94.0,54361,4,0,0,2068,0,0,2,1,2004,28,76820,132541,132542,4275,16927,4275,-1,16.695832036123658
50000000,tt0109190,3,99.0,4044662,1,2,4,2264,0,0,4,7,1994,1,3266,6684,532,10138,38024,56059,52042,17.72753358339242
2,tt0110604,3,95.0,560048,17,10,0,486,184,470,3,9,1995,28,545828,102754,88519,550752,1281840,58384,-1,1.0986122886681098
130000000,tt1194173,3,120.0,38142825,1,17,0,2299,578,1789,2,8,2012,8,17604,3293,819,349,825,19242,25600,18.683045016112164
190000000,tt2820852,3,137.0,147187040,1,0,0,2299,1548,827,2,4,2015,1,12835,8167,18918,17647,8169,2127,75826,19.06253463538792
0,tt0100631,3,91.0,1648000,4,0,0,0,0,0,4,1,1990,12,44149,15411,30861,2456,41798,152315,-1,0.0
16000000,tt1139668,3,87.0,19810585,12,17,14,1839,1652,1667,4,1,2009,9,51992,64,22122,55086,17605,3893,54844,16.588099342704055
0,tt0114663,3,115.0,2601093,7,9,0,1895,0,0,4,10,1995,27,723,1161,4787,24535,6067,63713,-1,0.0
35000000,tt0120681,3,122.0,11014818,12,14,17,2264,2287,0,4,10,2001,19,85,69122,65,1923,385,11448,3183,17.370858648025116
3000000,tt0145937,3,89.0,17154,6,7,13,1402,1732,999,0,9,2002,2,-1,-1,-1,-1,-1,68993,1867772,14.914123179965662
35000000,tt1742334,3,110.0,5272444,1,7,17,1542,1731,68,4,3,2014,28,1100,65731,175826,20580,6195,19769,1015921,17.370858648025116
14600000,tt0107048,3,101.0,12517672,15,9,7,480,0,0,3,2,1993,11,1532,1533,1534,537,1535,1524,1524,16.496532155171714
5000000,tt0249462,3,110.0,215681,7,4,13,192,2200,2069,3,5,2000,18,478,477,481,479,480,468,467,15.424948670398354
18000000,tt0775489,5,80.0,38594,3,7,0,2002,612,1625,1,2,2010,16,58419,142093,-1,-1,-1,21768,125788,16.705882371415992
11000000,tt0108550,3,118.0,74421,15,7,0,1602,0,0,4,12,1993,17,85,6193,3196,17768,2453,5306,-1,16.213405921671733
0,tt1286800,3,105.0,14088,6,7,0,0,0,0,2,11,2008,19,2176,134149,134150,134151,134152,96446,-1,0.0
10831173,tt1606392,3,106.0,150362,7,4,0,813,1488,907,4,3,2011,18,13242,564583,39388,15091,21127,17867,-1,16.19793901568745
55000000,tt1535109,3,134.0,25718314,1,7,17,480,0,0,3,10,2013,10,31,2229,94864,15824,75604,25598,54417,17.822843761378564
20000000,tt2402101,3,113.0,29882,7,14,17,579,1317,714,1,3,2015,31,6885,3292,56734,110014,1034681,144519,1492666,16.811242881518265
5000000,tt0086154,3,113.0,8310244,12,14,17,2299,1518,0,4,6,1983,3,7301,7303,39117,1162,11901,29471,6935,15.424948670398354
3500000,tt0165494,3,90.0,3344022,4,0,0,149,0,0,2,11,1998,25,94743,56824,58045,18687,21259,109004,-1,15.068273812173887
30000000,tt0391304,3,107.0,7576593,4,0,0,1387,1146,2229,4,4,2005,22,18976,2956,56457,343,17303,24248,56461,17.216707972959764
2500,tt0914382,3,78.0,4860,7,15,0,0,0,0,0,3,2007,12,545603,545604,545605,40863,1887376,545053,-1,7.824445930877619
0,tt0099005,3,112.0,8064480,1,2,4,1031,385,0,4,8,1990,10,2461,3223,18331,38570,24535,1724,61091,0.0
14000000,tt0466893,3,149.0,7525,7,0,0,813,1905,1399,4,9,2011,30,10690,1892,103,4756,124377,30711,5371,16.454567959008102
4000000,tt1139797,17,115.0,49295,12,7,0,643,0,0,5,1,2008,26,74382,74383,74384,74385,74386,74396,74400,15.201805169084134
135000000,tt0430357,3,134.0,25723815,1,2,5,2299,803,1425,3,7,2006,27,134,72466,643,16867,2038,638,639,18.72078534381011
200000000,tt0181852,3,109.0,44041440,1,17,16,480,1055,2371,2,7,2003,2,1100,6408,6194,7218,7219,7213,66185,19.11382792951231
0,tt0089901,3,121.0,3376971,4,1,2,1551,0,0,4,10,1985,11,10430,6748,11065,65618,14102,9915,65622,0.0
0,tt0940709,0,86.0,49770,4,7,8,482,0,0,2,1,2008,30,57607,109813,74947,545277,1173215,57607,1395083,0.0
0,tt2062996,3,106.0,150337,6,0,0,2344,0,0,4,6,2012,15,21411,2041,9778,19767,325,930711,-1,0.0
120000000,tt0121765,3,142.0,80027814,2,1,16,1267,0,0,2,5,2002,15,3061,524,17244,27762,2231,1,19801,18.603002309079653
